,time_stamp_x,difficulty,time,time_stamp_y,hash,Date,Open,High,Low,Close,Adj Close,Volume,gold_open,gold_high,gold_low,gold_close,gold_adj_close,gold_volume,euro_usd_open,euro_usd_high,euro_usd_low,euro_usd_close,euro_usd_adj_close,euro_usd_volume,sp500_open,sp500_high,sp500_low,sp500_close,sp500_adj_close,sp500_volume,price_increase
0,1510185600000,28067864772.08014,2017-11-09,1510190000000.0,233898872.2,2017-11-09,112.53199768066406,123.40499877929688,112.21900177001953,120.77999877929688,120.77999877929688,86864600,1279.699951171875,1286.9000244140625,1279.699951171875,1285.5999755859375,1285.5999755859375,18.0,1.1595547199249268,1.1652567386627197,1.1586410999298096,1.15968918800354,1.15968918800354,0.0,2584.0,2586.5,2566.330078125,2584.6201171875,2584.6201171875,3844100000.0,0.0
1,1510272000000,28053387353.0,2017-11-10,1510270000000.0,233778227.0,2017-11-10,121.34400177001953,121.66500091552734,101.75700378417969,105.58599853515625,105.58599853515625,84614000,1283.5,1283.5,1272.4000244140625,1272.4000244140625,1272.4000244140625,10.0,1.164523959159851,1.1675150394439697,1.1623986959457397,1.164686679840088,1.164686679840088,0.0,2580.179931640625,2583.81005859375,2575.570068359375,2582.300048828125,2582.300048828125,3489740000.0,1.0
2,1510358400000,28053387353.0,2017-11-11,1510360000000.0,233778227.0,2017-11-11,105.75,127.10600280761719,103.87799835205078,119.61599731445312,119.61599731445312,107708000,1272.4000244140625,1272.4000244140625,1272.4000244140625,0.0,0.0,10.0,1.164686679840088,1.164686679840088,1.164686679840088,0.0,0.0,0.0,2582.300048828125,2582.300048828125,2582.300048828125,0.0,0.0,3489740000.0,1.0
3,1510444800000,28053387353.0,2017-11-12,1510440000000.0,233778227.0,2017-11-12,119.59700012207031,133.6750030517578,110.61799621582031,123.85600280761719,123.85600280761719,144948000,0.0,0.0,0.0,1277.300048828125,1277.300048828125,10.0,0.0,0.0,0.0,1.1661127805709839,1.1661127805709839,0.0,0.0,0.0,0.0,2576.530029296875,2576.530029296875,3489740000.0,0.0
4,1510531200000,28053387353.0,2017-11-13,1510530000000.0,233778227.0,2017-11-13,128.9600067138672,136.5279998779297,120.9219970703125,123.4020004272461,123.4020004272461,116200000,1277.300048828125,1277.300048828125,1277.0,1277.300048828125,1277.300048828125,3.0,1.1661127805709839,1.1675150394439697,1.163873314857483,1.1661127805709839,1.1661127805709839,0.0,2576.530029296875,2587.659912109375,2574.47998046875,2584.840087890625,2584.840087890625,3405200000.0,0.0
5,1510617600000,28053387353.0,2017-11-14,1510620000000.0,233778227.0,2017-11-14,123.61599731445312,124.20099639892578,118.6259994506836,122.35299682617188,122.35299682617188,53544800,1276.9000244140625,1281.5,1276.9000244140625,1281.5,1281.5,4.0,1.1664936542510986,1.177412509918213,1.166330337524414,1.1664936542510986,1.1664936542510986,0.0,2577.75,2579.659912109375,2566.56005859375,2578.8701171875,2578.8701171875,3643580000.0,0.0
6,1510704000000,28053387353.0,2017-11-15,1510700000000.0,233778227.0,2017-11-15,122.24099731445312,124.72200012207031,119.19200134277344,121.3740005493164,121.3740005493164,49976700,1281.4000244140625,1284.699951171875,1275.9000244140625,1276.5,1276.5,13.0,1.1791757345199585,1.1859441995620728,1.1786059141159058,1.1792869567871094,1.1792869567871094,0.0,2569.449951171875,2572.840087890625,2557.449951171875,2564.6201171875,2564.6201171875,3586590000.0,0.0
7,1510790400000,29483937439.52084,2017-11-16,1510790000000.0,245699478.0,2017-11-16,121.24299621582031,128.08799743652344,118.50499725341797,120.30500030517578,120.30500030517578,74944096,1277.5,1277.5,1277.4000244140625,1277.4000244140625,1277.4000244140625,43.0,1.1792869567871094,1.1792869567871094,1.1792869567871094,1.1777315139770508,1.1777315139770508,0.0,2572.949951171875,2590.090087890625,2572.949951171875,2585.639892578125,2585.639892578125,3329730000.0,1.0
8,1510876800000,30320950661.74825,2017-11-17,1510880000000.0,252674588.3,2017-11-17,120.01499938964844,126.69999694824219,119.25,126.69999694824219,126.69999694824219,47127700,1288.300048828125,1295.800048828125,1288.300048828125,1295.800048828125,1295.800048828125,1.0,1.1777315139770508,1.1821727752685547,1.177467942237854,1.1777453422546387,1.1777453422546387,0.0,2582.93994140625,2583.9599609375,2577.6201171875,2578.85009765625,2578.85009765625,3309800000.0,1.0
9,1510963200000,29346596784.25175,2017-11-18,1510960000000.0,244554972.7,2017-11-18,126.59500122070312,135.01199340820312,123.52899932861328,130.7989959716797,130.7989959716797,62156400,1295.800048828125,1295.800048828125,1295.800048828125,0.0,0.0,1.0,1.1777453422546387,1.1777453422546387,1.1777453422546387,0.0,0.0,0.0,2578.85009765625,2578.85009765625,2578.85009765625,0.0,0.0,3309800000.0,0.0
